year,month,metro,city,houseCnt,powerUsage,bill
2020,07,경기도,양평군,66509,197.8,23244
2020,07,경기도,가평군,37396,181.59,19885
2020,08,서울특별시,강남구,259725,338.11,45346
2020,08,서울특별시,송파구,281946,311.38,34698
2020,08,부산광역시,강서구,66060,302.33,32190
2020,08,부산광역시,금정구,129321,250.49,24976
2020,08,경기도,양평군,66665,230.97,25806
2020,08,경기도,가평군,37436,215.9,23202
2020,09,서울특별시,강남구,259407,319.19,43089
2020,09,서울특별시,송파구,282188,334.18,42010
2020,09,부산광역시,강서구,66618,351.41,44713
2020,09,부산광역시,금정구,129043,285.38,33521
2020,09,경기도,양평군,66863,258.73,33390
2020,09,경기도,가평군,37560,225.21,27075
2020,10,서울특별시,강남구,259503,237.86,27614
2020,10,서울특별시,송파구,282658,238.4,25749
2020,10,부산광역시,강서구,66617,236.67,25515
2020,10,부산광역시,금정구,128935,199.05,20024
2020,10,경기도,양평군,67010,195.02,23872
2020,10,경기도,가평군,37649,178.56,20683
2020,11,서울특별시,강남구,259800,241.22,28294
2020,11,서울특별시,송파구,283474,246.04,27330
2020,11,부산광역시,강서구,66613,240.14,25956
2020,11,부산광역시,금정구,128893,205.34,21292
2020,11,경기도,양평군,67186,206.72,26089
2020,11,경기도,가평군,37769,189.36,23458
2020,12,서울특별시,강남구,259586,260.46,32439
2020,12,서울특별시,송파구,283335,260.42,30207
2020,12,부산광역시,강서구,69510,237.75,26210
2020,12,부산광역시,금정구,129679,215.79,23315
2020,12,경기도,양평군,67453,223.44,29090
2020,12,경기도,가평군,37904,204.72,24645
2021,01,서울특별시,강남구,260028,281.76,36337
2021,01,서울특별시,송파구,283795,288.99,35473
2021,01,부산광역시,강서구,69513,274.64,32091
2021,01,부산광역시,금정구,129689,243.93,28322
2021,01,경기도,양평군,67656,260.86,37432
2021,01,경기도,가평군,37975,235.62,32471
2021,02,서울특별시,강남구,261968,260.4,31792
2021,02,서울특별시,송파구,285143,277.94,33124
2021,02,부산광역시,강서구,69721,267.78,30693
2021,02,부산광역시,금정구,129619,235.65,26704
2021,02,경기도,양평군,67956,249.74,34768
2021,02,경기도,가평군,38065,222.0,29388
2021,03,서울특별시,강남구,262082,234.06,26565
2021,03,서울특별시,송파구,284687,237.15,24854
2021,03,부산광역시,강서구,69727,226.02,23050
2021,03,부산광역시,금정구,129504,201.39,20136
2021,03,경기도,양평군,68105,200.86,24529
2021,03,경기도,가평군,38147,182.37,21199
2021,04,서울특별시,강남구,262045,236.08,26786
2021,04,서울특별시,송파구,285353,245.58,26777
2021,04,부산광역시,강서구,69747,242.41,26262
2021,04,부산광역시,금정구,129465,209.59,21670
2021,04,경기도,양평군,68347,200.35,25579
2021,04,경기도,가평군,38270,180.55,21622
2021,05,서울특별시,강남구,262859,228.83,25616
2021,05,서울특별시,송파구,286326,231.25,24002
2021,05,부산광역시,강서구,69737,227.81,23673
2021,05,부산광역시,금정구,129433,195.18,19118
2021,05,경기도,양평군,68562,188.73,23115
2021,05,경기도,가평군,38379,172.85,20016
2021,06,서울특별시,강남구,262448,249.97,29623
2021,06,서울특별시,송파구,288251,243.62,26439
2021,06,부산광역시,강서구,69800,244.8,25980
2021,06,부산광역시,금정구,129345,201.18,19992
2021,06,경기도,양평군,68821,192.68,23538
2021,06,경기도,가평군,38558,176.14,20136
2021,07,서울특별시,강남구,262800,340.98,48143
2021,07,서울특별시,송파구,288259,295.61,35200
2021,07,부산광역시,강서구,69813,274.62,29441
2021,07,부산광역시,금정구,129297,216.83,21321
2021,07,경기도,양평군,69570,205.63,24996
2021,07,경기도,가평군,38884,192.59,21803
2021,08,서울특별시,강남구,262507,411.92,62062
2021,08,서울특별시,송파구,288173,409.54,56021
2021,08,부산광역시,강서구,69784,380.44,47324
2021,08,부산광역시,금정구,129251,294.49,33002
2021,08,경기도,양평군,69799,288.62,39463
2021,08,경기도,가평군,38993,253.09,31819
2021,09,서울특별시,강남구,262446,291.06,36376
2021,09,서울특별시,송파구,288320,294.43,33528
2021,09,부산광역시,강서구,69803,327.78,38343
2021,09,부산광역시,금정구,129172,247.96,26015
2021,09,경기도,양평군,70025,224.99,26987
2021,09,경기도,가평군,39138,196.57,22083
2021,10,서울특별시,강남구,262260,249.44,30398
2021,10,서울특별시,송파구,288418,243.76,27470
2021,10,부산광역시,강서구,70667,252.37,28428
2021,10,부산광역시,금정구,129136,204.52,21553
2021,10,경기도,양평군,70241,196.76,24720
2021,10,경기도,가평군,39218,179.34,21349
2021,11,서울특별시,강남구,259323,240.91,28880
2021,11,서울특별시,송파구,288558,245.36,27898
2021,11,부산광역시,강서구,70722,247.0,27650
2021,11,부산광역시,금정구,129132,206.35,22026
2021,11,경기도,양평군,70461,207.97,27098
2021,11,경기도,가평군,39315,190.76,23454
2021,12,서울특별시,강남구,262480,257.98,32095
2021,12,서울특별시,송파구,288732,250.87,29028
2021,12,부산광역시,강서구,70713,248.81,27734
2021,12,부산광역시,금정구,129058,212.58,23107
2021,12,경기도,양평군,70919,219.59,29284
2021,12,경기도,가평군,39424,201.12,25251
2022,01,서울특별시,강남구,202623,255.0,32669
2022,01,서울특별시,송파구,211809,254.83,31137
2022,01,부산광역시,강서구,70767,272.52,32437
2022,01,부산광역시,금정구,129039,234.73,27510
2022,01,경기도,양평군,71184,250.94,37000
2022,01,경기도,가평군,39494,227.9,31884
2022,02,서울특별시,강남구,261076,263.07,33362
2022,02,서울특별시,송파구,285531,274.88,34054
2022,02,부산광역시,강서구,70343,273.95,32977
2022,02,부산광역시,금정구,126799,236.47,28313
2022,02,경기도,양평군,71280,247.61,36974
2022,02,경기도,가평군,39546,222.28,31140
2022,03,서울특별시,강남구,261166,243.8,29122
2022,03,서울특별시,송파구,285522,243.89,27245
2022,03,부산광역시,강서구,70360,241.62,26800
2022,03,부산광역시,금정구,126937,206.5,22420
2022,03,경기도,양평군,71346,207.36,28084
2022,03,경기도,가평군,39621,188.05,23828
2022,04,서울특별시,강남구,261041,240.94,28118
2022,04,서울특별시,송파구,285261,251.03,28109
2022,04,부산광역시,강서구,70454,253.69,28352
2022,04,부산광역시,금정구,126882,213.57,22895
2022,04,경기도,양평군,71105,206.79,27901
2022,04,경기도,가평군,39436,185.49,23294
2022,05,서울특별시,강남구,260891,228.12,26298
2022,05,서울특별시,송파구,286094,228.82,24787
2022,05,부산광역시,강서구,70461,233.06,25633
2022,05,부산광역시,금정구,127050,192.16,19890
2022,05,경기도,양평군,71218,181.8,24940
2022,05,경기도,가평군,39566,167.56,21332
2022,06,서울특별시,강남구,260820,250.47,30689
2022,06,서울특별시,송파구,286272,241.61,27131
2022,06,부산광역시,강서구,70492,240.65,26730
2022,06,부산광역시,금정구,127009,197.14,20558
2022,06,경기도,양평군,71512,182.34,25081
2022,06,경기도,가평군,39878,169.91,21505
2022,07,서울특별시,강남구,264224,339.96,47400
2022,07,서울특별시,송파구,286333,309.82,38525
2022,07,부산광역시,강서구,70483,298.97,35166
2022,07,부산광역시,금정구,127000,238.32,26236
2022,07,경기도,양평군,71667,218.1,28632
2022,07,경기도,가평군,39974,206.08,25193
2022,08,서울특별시,강남구,265793,378.1,53882
2022,08,서울특별시,송파구,286408,376.61,48741
2022,08,부산광역시,강서구,70578,382.54,48450
2022,08,부산광역시,금정구,126871,293.07,33496
2022,08,경기도,양평군,71930,270.46,36146
2022,08,경기도,가평군,40060,243.78,30365
2022,09,서울특별시,강남구,265965,287.62,36703
2022,09,서울특별시,송파구,286429,299.99,35255
2022,09,부산광역시,강서구,70632,330.69,39855
2022,09,부산광역시,금정구,126726,251.7,27606
2022,09,경기도,양평군,72790,229.07,29680
2022,09,경기도,가평군,40178,203.7,24819
2022,10,서울특별시,강남구,265861,239.8,30116
2022,10,서울특별시,송파구,286431,241.13,27990
2022,10,부산광역시,강서구,70670,252.02,29272
2022,10,부산광역시,금정구,126618,198.17,21636
2022,10,경기도,양평군,72963,187.39,25452
2022,10,경기도,가평군,40310,175.88,22487
2022,11,서울특별시,강남구,267204,232.8,29523
2022,11,서울특별시,송파구,286543,241.51,29059
2022,11,부산광역시,강서구,70744,243.85,29490
2022,11,부산광역시,금정구,126549,199.45,22916
2022,11,경기도,양평군,73454,196.36,28386
2022,11,경기도,가평군,40914,182.49,24804
2022,12,서울특별시,강남구,267647,249.64,33242
2022,12,서울특별시,송파구,286565,252.64,31400
2022,12,부산광역시,강서구,70754,249.95,29893
2022,12,부산광역시,금정구,126664,207.75,24354
2022,12,경기도,양평군,73738,216.75,31541
2022,12,경기도,가평군,40991,199.28,27499
2023,01,서울특별시,강남구,267621,266.86,38978
2023,01,서울특별시,송파구,286556,281.28,38551
2023,01,부산광역시,강서구,70799,275.2,36540
2023,01,부산광역시,금정구,126645,232.45,30527
2023,01,경기도,양평군,74702,254.7,43097
2023,01,경기도,가평군,41027,231.81,37131
2023,02,서울특별시,강남구,267540,249.65,36200
2023,02,서울특별시,송파구,286617,273.9,38867
2023,02,부산광역시,강서구,70839,272.89,38390
2023,02,부산광역시,금정구,126639,229.47,31913
2023,02,경기도,양평군,74761,240.03,41273
2023,02,경기도,가평군,41063,217.76,35561
2023,03,서울특별시,강남구,267542,227.3,31390
2023,03,서울특별시,송파구,286694,233.29,30238
2023,03,부산광역시,강서구,70864,232.51,30245
2023,03,부산광역시,금정구,126597,193.17,24564
2023,03,경기도,양평군,74916,187.7,30175
2023,03,경기도,가평군,41575,170.79,25713
2023,04,서울특별시,강남구,267334,229.0,31464
2023,04,서울특별시,송파구,287270,241.82,31942
2023,04,부산광역시,강서구,70894,244.58,33016
2023,04,부산광역시,금정구,126533,201.92,26084
2023,04,경기도,양평군,76773,183.24,30303
2023,04,경기도,가평군,41674,170.05,26125
2023,05,서울특별시,강남구,267357,225.69,31396
2023,05,서울특별시,송파구,287629,229.74,29794
2023,05,부산광역시,강서구,70899,234.59,30921
2023,05,부산광역시,금정구,126479,191.14,24179
2023,05,경기도,양평군,76914,172.56,27890
2023,05,경기도,가평군,41695,163.18,24450
2023,06,서울특별시,강남구,267911,251.83,38220
2023,06,서울특별시,송파구,287913,246.36,34358
2023,06,부산광역시,강서구,70965,247.04,34825
2023,06,부산광역시,금정구,126481,197.65,26243
2023,06,경기도,양평군,77112,172.92,29971
2023,06,경기도,가평군,42218,162.15,26173
2023,07,서울특별시,강남구,267853,327.8,53613
2023,07,서울특별시,송파구,287966,301.42,44557
2023,07,부산광역시,강서구,70973,282.96,40268
2023,07,부산광역시,금정구,126502,218.61,29246
2023,07,경기도,양평군,77208,197.88,32614
2023,07,경기도,가평군,42238,187.43,28841
2023,08,서울특별시,강남구,267859,402.26,70995
2023,08,서울특별시,송파구,288110,389.63,62022
2023,08,부산광역시,강서구,70994,383.26,59523
2023,08,부산광역시,금정구,126544,292.21,42026
2023,08,경기도,양평군,77401,260.27,43969
2023,08,경기도,가평군,42300,236.59,37342
2023,09,서울특별시,강남구,267906,327.12,54081
2023,09,서울특별시,송파구,288229,337.59,52159
2023,09,부산광역시,강서구,71021,377.52,60905
2023,09,부산광역시,금정구,126507,271.43,39277
2023,09,경기도,양평군,77982,236.25,39714
2023,09,경기도,가평군,42354,208.0,32387
2023,10,서울특별시,강남구,272620,239.69,35678
2023,10,서울특별시,송파구,288370,248.02,3525
2023,10,부산광역시,강서구,70985,269.29,40123
2023,10,부산광역시,금정구,126584,202.87,27932
2023,10,경기도,양평군,78131,184.07,30508
2023,10,경기도,가평군,42433,171.64,26460
2023,11,서울특별시,강남구,276064,230.76,33987
2023,11,서울특별시,송파구,289528,241.91,33815
2023,11,부산광역시,강서구,71038,243.55,34653
2023,11,부산광역시,금정구,126660,193.62,26138
2023,11,경기도,양평군,78340,188.62,31273
2023,11,경기도,가평군,42483,178.3,27825
2023,12,서울특별시,강남구,276021,247.38,3782
2023,12,서울특별시,송파구,289568,255.26,3687
2023,12,부산광역시,강서구,71048,252.76,36194
2023,12,부산광역시,금정구,126616,205.85,28549
2023,12,경기도,양평군,78668,209.86,35621
2023,12,경기도,가평군,42537,194.65,31186
